article_id,n_events,n_nodes,n_edges,dominant_type,has_risk,has_subdomain,cluster_id,cluster_label,is_noise,context_120
69963e79bf23573ae1689b1b,3,11,8,Event,0,0,-1,non-clustere,True,"L'OM a annoncé mardi soir avoir recruté Habib Beye, un ancien joueur et capitaine du club marseillais, au poste d'"
699640d1bf23573ae1689b1c,10,28,24,Event,0,0,0,président | mercredi | trump,False,"La porte-parole de la Maison Blanche a estimé mercredi que l'Iranserait ""bien avisé"" de conclure un accord avec les État"
699647dabf23573ae1689b1d,2,6,5,Event,0,0,76,américain | évoqué | unis,False,"L’Olympique de Marseille a annoncé, mercredi, la nomination de l’ancien entraîneur de Rennes et ancien capitaine du club"
69964a32bf23573ae1689b1f,6,13,8,Event,0,0,130,français | semaine | france,False,"L'école de sambaAcademicos de Niteroi, qui avait dédié son spectacle au président brésilien Lula lors du carnaval de Rio"
69964a32bf23573ae1689b1e,8,20,16,Event,0,1,99,maison | blanche | ministre,False,"Pensé à l’origine pour organiser la reconstruction dela bande deGaza, le Conseil de la paix voulu par Don"
69965609bf23573ae1689b20,4,9,8,Event,0,0,15,français | américain | jeux,False,"Dans les deux autres rencontres de la soirée, Newcastle a battu les Azerbaïdjanais de Qarabag et le Bayer Leverkusen s’e"
69965d11bf23573ae1689b21,3,7,6,Event,1,1,0,président | mercredi | trump,False,Des responsables et des experts ont estimé que ces lance-missiles multiples pouvaient être utilisés contre la Corée du S
69966419bf23573ae1689b23,4,12,10,Event,0,1,-1,non-clustere,True,"Ce projet de loi, qui autoriserait le gouvernement à légiférer par ordonnance pendant un an sur certaines réglementation"
69966419bf23573ae1689b22,5,11,7,Event,0,0,55,conflit | réalisé | dure,False,"Le général Francis Donovan a aussi rencontré les ministres de l’intérieur et de la défense, lors de cette visite symboli"
69967482bf23573ae1689b24,7,15,9,Event,0,1,97,ukraine | france | presse,False,"Marylise Spicher a été tuée de trente coups de couteau à son domicile à Amiens, le 26juillet1983. Sa fille était alors â"
699689bbbf23573ae1689b25,4,11,9,Event,0,1,-1,non-clustere,True,"Auditionné mercredi devant un jury à Los Angeles, le PDG de Meta a toutefois reconnu qu’il n’avait pas été ass"
69968e73bf23573ae1689b26,7,24,19,Event,0,1,106,ans | viols | grenoble,False,"Le patron de Meta Mark Zuckerberg a comparu comme témoin, mercredi à Los Angeles, lors du procès des réseaux sociaux acc"
69969324bf23573ae1689b27,11,20,17,Event,0,1,0,président | mercredi | trump,False,"Deux enquêtes cadres ont été ouvertes par le parquet, mercredi, l’une portant sur l’ infraction de traite des êtr"
69969324bf23573ae1689b28,4,10,6,Event,0,0,-1,non-clustere,True,Le LAAC rassemble des œuvres de plasticiennes qui ont fait voler en éclats les stéréotypes et les injonctions liés au
69969324bf23573ae1689b29,8,17,15,Event,0,1,0,président | mercredi | trump,False,La Corée du Nord a dévoilé jeudi un lance-missiles de 600 mm en mesure de tirer des ogives nucléaires.Le dirigeant Kim J
699697d4bf23573ae1689b2a,4,15,13,Event,1,0,13,jeux | sécurité | européens,False,"En se décalant vers l’est jeudi, la tempête génère un épisode de vent fort sur le Roussillon et d’importantes vagu"
6996a38dbf23573ae1689b2e,5,13,11,Event,1,1,-1,non-clustere,True,"La mobilisation illustre un regain de conflictualité sociale, quatre mois après le succès électoral du président ultrali"
6996a38dbf23573ae1689b2b,3,9,7,Event,0,1,61,france | nicolas | venezuela,False,"Le parlementaire de gauche dirigera le pays jusqu’à l’entrée en fonction de son successeur fin juillet, après l’élection"
6996a38dbf23573ae1689b2f,4,10,7,Event,0,0,15,français | américain | jeux,False,"Le président des bureaux en Afrique et en Inde de la Fondation Gates prendra la parole à la place de son fondateur, qui "
6996a38dbf23573ae1689b2c,2,8,6,Event,1,0,-1,non-clustere,True,"Kirill Dmitriev, l’homme de confiance de Vladimir Poutine, cherche à convaincre l’administration américaine d’investir e"
6996a83dbf23573ae1689b30,6,13,10,Event,0,1,57,président | etats | unis,False,La première étude de terrain indépendante des autorités locales publiée mercredi 18février dans la revue The Lancet G
6996aa95bf23573ae1689b31,4,10,9,Event,1,1,94,militant | samedi | mort,False,"L’élue, par ailleurs tête de liste La France insoumise pour les municipales rennaises, a alerté sur des graffitis appela"
6996aa95bf23573ae1689b32,5,15,12,Event,1,1,0,président | mercredi | trump,False,Une vidéo très futuriste du prototype d'un gigantesque porte-drones orbital a été diffusée récemment par les médias chin
6996aa95bf23573ae1689b33,9,19,10,Event,0,0,-1,non-clustere,True,"A la Une de la presse, ce jeudi 19 février, le début, aujourd’hui, en France, du procès intenté par des associations de "
6996af45bf23573ae1689b34,6,8,6,Event,0,0,15,français | américain | jeux,False,"Après le relais mixte et le relais masculin, la France a remporté le relais femmes des Jeux olympiques de Milan-Cortina "
6996b19dbf23573ae1689b36,3,11,9,Event,0,0,8,pays | meilleure | minimum,False,"prison à perpétuité, ou clémence contre toute attente L'ex-président sud-coréen Yoon Suk Yeol sera fixé sur son sort jeu"
6996b19dbf23573ae1689b35,5,12,7,Event,1,0,1,mardi | annoncé | président,False,"Devantun parterre de chefs d'État et de grands patrons de la ""tech"" au sommet sur l'intelligence artificiell"
6996b3f5bf23573ae1689b38,6,13,8,Event,0,0,15,français | américain | jeux,False,"président du cabinet Technologia, Jean-Claude Delgènes, et l’avocate Françoise Maréchal-Thieullent démontrent que le dév"
6996b3f5bf23573ae1689b37,7,20,16,Event,0,1,0,président | mercredi | trump,False,"Si Paris et Berlin veulent encore croire à une sortie de crise, le blocage politique et industriel compromet la concréti"
6996bd56bf23573ae1689b3b,2,9,7,Event,0,0,15,français | américain | jeux,False,"L’équipe de France aura de nouvelles chances de médailles, jeudi, notamment dans la nouvelle discipline de ces Jeux olym"
6996bd56bf23573ae1689b3a,2,7,5,Event,0,0,16,laguerreenukraine | déclenchéeparl | entredanssacinquièmeannée,False,"A 32ans, la mezzo-soprano franco-italienne interprètera du 22au 28février l’héroïne de l’opéra Pelléas et Mélisande , de"
6996c90ebf23573ae1689b3c,2,9,7,Event,0,0,-1,non-clustere,True,Des chercheurs ont eu recours à des agents d’intelligence artificielle pour percer le secret d’un plateau en calcaire pr
6996c90ebf23573ae1689b3d,6,14,9,Event,0,1,0,président | mercredi | trump,False,"A la suite d’une erreur de classement d’une pièce de procédure, la justice a dû prononcer la levée d’écrou de quatre ind"
6996c90ebf23573ae1689b3e,3,6,4,Event,1,1,-1,non-clustere,True,"Face à la montée des violences, une expérimentation inédite va permettre à une partie des agents SNCF et RATP d’être arm"
6996cb66bf23573ae1689b3f,10,26,21,Event,1,1,126,mercredi | 2025 | plusieurs,False,"Créé pour aider à la reconstruction de Gaza, puis doté d'une mission plus large de résolution des confli"
6996cdbfbf23573ae1689b40,6,14,11,Event,0,0,0,président | mercredi | trump,False,"A force de faux départs et de reculs politiques, ramener le déficit public à moins de 3 du PIB en2029paraît de plus en p"
6996cdbfbf23573ae1689b41,3,13,11,Event,0,0,15,français | américain | jeux,False,"Le ski-alpinisme fera sa première apparition aux Jeux d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français E"
6996d017bf23573ae1689b44,5,10,9,Event,0,0,130,français | semaine | france,False,"La condamnation de Yoon Suk Yeol marque un tournant historique pour la démocratie sud-coréenne, après des mois de t"
6996d017bf23573ae1689b43,1,3,2,Event,1,0,75,loire | vendée | sèvres,False,"Quinze départements de la façade Ouest sont par ailleurs en vigilance orange crues ce matin, selon le dernier bulletin d"
6996d017bf23573ae1689b42,7,15,11,Event,0,1,-1,non-clustere,True,Onze personnes ont été interpellées mercredi dans le cadre de l’enquête ouverte après l’agression mortelle subie par le 
6996d26fbf23573ae1689b47,8,18,15,Event,0,0,0,président | mercredi | trump,False,"Secoué par le scandale sanitaire des laits infantiles premier âge potentiellement contaminés, le groupe ex"
6996d26fbf23573ae1689b46,7,20,16,Event,0,0,0,président | mercredi | trump,False,"L’agence des Nations unies affirme que des actes rapportés peuvent constituer des crimes contre l’humanité , voire un gé"
6996d26fbf23573ae1689b45,3,13,13,Event,0,0,130,français | semaine | france,False,"La Française est la grandissime favorite de l’épreuve de ski-alpinisme, qui fera son apparition pour la première fois au"
6996d4c7bf23573ae1689b48,2,7,5,Event,0,0,38,situation | décrypte | notre,False,"La jeune femme qui accuse Nabil Boukhobza de viol a livré sa version des faits, mercredi, au troisième jour du procès du"
6996d71fbf23573ae1689b49,6,16,13,Event,1,0,0,président | mercredi | trump,False,"Lors d’un entretien avec le journaliste britannique Piers Morgan, mercredi, le président ukrainien a répété la nécessit"
6996dbedbf23573ae1689b4b,2,7,5,Event,0,0,114,mort | jeudi | règles,False,La loi de financement de la Sécurité sociale pour 2026 a modifié les règles en profondeur.
6996dbedbf23573ae1689b4a,7,17,12,Event,1,0,137,conférence | sécurité | france,False,"Alors que la France connaît une explosion des actes antisémites et antimusulmans, un collectif de citoyens français, jui"
6996de45bf23573ae1689b4c,6,15,9,Event,0,0,-1,non-clustere,True,"Femme de tête et de dialogue, habitée par sa cause, mais sensible à toutes les injustices, l’ancienne représentante de l"
6996e09dbf23573ae1689b4d,3,11,8,Event,0,1,-1,non-clustere,True,"Jusque-là divisésur l’attitude à tenir face aux insoumis , le bloc central, qui a bénéficié du front républicain anti-R"
6996e09dbf23573ae1689b4e,9,20,13,Event,0,1,92,unis | réforme | américaines,False,"Depuis la dernière réforme des études de médecine, l’algorithme qui répartit les futurs internes dans les centres hospit"
6996e09dbf23573ae1689b4f,6,15,11,Event,0,1,88,énergétique | terme | lent,False,"i, au cœur du sommet international sur l’intelligence artificielle, la start-up française H Company annonce le déploieme"
6996e7a6bf23573ae1689b53,4,13,9,Event,0,1,62,lieu | lundi | application,False,Le PDG de Meta Mark Zuckerberg a regretté publiquement mercredi qu'Instagram ait tardé à repérer efficacement les utilis
6996e7a6bf23573ae1689b51,4,9,6,Event,0,0,115,mort | notamment | février,False,"Clientèles française et internationale confondues, la consommation touristique intérieure a atteint 222milliards d’euros"
6996e7a6bf23573ae1689b52,4,15,11,Event,0,0,-1,non-clustere,True,"Le Sénégalais Habib Beye, ancien coach du Red Star et de Rennes, a été nommé entraîneur de l'OM, a annoncé mardi soir le"
6996e7a6bf23573ae1689b55,9,22,14,Event,1,0,26,victimes | plusieurs | mardi,False,"L'ONU, comme plusieurs pays arabes et l'Union européenne, ont condamné mardi l'adoption par Israël de nouvelles mesures "
6996e7a6bf23573ae1689b50,4,10,7,Event,0,0,128,président | 1950 | chanteur,False,"De Saint-Denis à Puteaux en passant par Boulogne-Billancourt, ces cinq tables proposent une cuisine gourmande et attraya"
6996e7a6bf23573ae1689b54,7,16,13,Event,1,0,-1,non-clustere,True,"Créé pour aider à la reconstruction de Gaza, puis doté d'une mission plus large de résolution des confli"
6996e9febf23573ae1689b57,2,7,11,Event,1,0,140,américain | droits | douane,False,Le frère du roi Charles II et prince déchu est soupçonné d’avoir fourni des documents au financier et ciminel sexuel amé
6996ec56bf23573ae1689b58,5,15,11,Event,0,0,15,français | américain | jeux,False,"Narendra Modi, Antonio Guterres et Emmanuel Macron ont appelé mercredi, lors du sommet mondial de l'IA à New Delhi, à ga"
6996eeaebf23573ae1689b5a,4,11,7,Event,0,0,76,américain | évoqué | unis,False,"Le ministre de la justice a notamment évoqué la création d’un guichet national des téléphones grave danger, ou encore l’"
6996eeaebf23573ae1689b5b,1,1,0,Event,0,0,28,explications | david | notre,False,"eàvueseterminejeudipourlesonzepersonnesinterpelléesdanslecadredel'enquêtesurlamortdeQuentinDeranque,etellesdevraientcomm"
6996eeaebf23573ae1689b59,4,13,10,Event,1,0,-1,non-clustere,True,L'ancien président sud-coréen Yoon Suk-yeol a été reconnu coupable jeudi d'abus de pouvoir et d'avoir orchestré une insu
6996f106bf23573ae1689b5c,4,10,8,Event,0,1,-1,non-clustere,True,"Deux étudiants comparaissaient, le 18février, pour des affaires concernant des groupes de discussion au sein de l’univer"
6996f35ebf23573ae1689b5d,7,17,11,Event,1,0,119,personnes | jeudi | mardi,False,"Le frère cadet du roi Charles,Andrew Mountbatten-Windsor, a été arrêté jeudi. Il est soupçonnéde manquement à ses foncti"
6996f5b7bf23573ae1689b5f,3,13,12,Event,1,0,137,conférence | sécurité | france,False,"Alors que l'ouest de la France fait face à un important épisode de crues, le Premier ministre Sébastien Lecornu a promis"
6996f5b7bf23573ae1689b5e,5,10,10,Event,0,0,15,français | américain | jeux,False,"Longtemps simple pays de transit, le Pakistan devient une terre de production et de consommation massive de drogues. En "
6996fa67bf23573ae1689b62,3,7,5,Event,0,0,130,français | semaine | france,False,"La victime, âgée d’une trentaine d’années, a été découverte par les services anti-incendie. Une enquête pour découverted"
6996fa67bf23573ae1689b60,4,13,9,Event,1,1,44,élévation | provoquer | office,False,"Pour la première fois dans l’histoire politique du pays, les libéraux sont devancés, dans les sondages d’opinion, par On"
6996fa67bf23573ae1689b61,3,6,3,Event,0,1,74,analyse | récit | situation,False,"Alors que les départs à la retraite vont se multiplier dans la fonction publique territoriale, le secteur souffre d’une "
6996fa67bf23573ae1689b63,7,16,13,Event,0,0,120,mardi | tenu | procureur,False,"L’ancien président sud-coréen Yoon Suk Yeol a été condamné à la prison à vie pour sa déclaration, avortée, de loi martia"
6996fa67bf23573ae1689b64,5,18,15,Event,1,1,0,président | mercredi | trump,False,"Avant 1977, la ville de Paris n'a pas eu de maire pendant plus de 100 ans En même temps, ça s'est souvent mal terminé po"
6996fcbfbf23573ae1689b66,3,8,7,Event,0,1,97,ukraine | france | presse,False,"Un fichier présenté comme contenant des informations sur 1,4million d’adhérents du syndicat est proposé à la vente sur"
6996fcbfbf23573ae1689b65,2,7,6,Event,0,0,42,jo | publiés | en2025,False,C’est l’une des images de ces JO de Milan-Cortina Un impressionnant chien-loup s’est invité ce mercredi lors des épreuve
6996fcbfbf23573ae1689b67,3,9,6,Event,0,1,-1,non-clustere,True,"La Corée du Nord a présentéun lance-missiles multiple de 600 millimètres, capable selon les médias d’État de tirer des o"
6997016fbf23573ae1689b69,5,17,14,Event,0,0,-1,non-clustere,True,"L’avionneur européen prévoit de livrer 870appareils cette année, un chiffre qui dépasserait le niveau record de 863avion"
6997016fbf23573ae1689b68,2,6,4,Event,0,0,-1,non-clustere,True,"Le fondateur du groupe qui possède la marque de lingerie Victoria’s Secret a témoigné, mercredi, devant une commission d"
6997016fbf23573ae1689b6b,3,9,6,Event,0,1,12,annoncé | mardi | défense,False,Le Kenya va commencer à administrer en mars les premières doses d'un nouveau traitement prometteur de prévention du VIH 
6997016fbf23573ae1689b6c,4,13,10,Event,1,0,1,mardi | annoncé | président,False,Le procureur de Dakar a affirmé mardi que l'étudiant récemment décédé durant une intervention de la police dans une univ
6997016fbf23573ae1689b6a,8,20,19,Event,0,0,0,président | mercredi | trump,False,"En Tunisie, certains tentent de préserver l’héritage amazigh du pays, même s’il est très peu valorisé à l’échelle nation"
6997016fbf23573ae1689b6f,3,10,7,Event,1,1,-1,non-clustere,True,Météo-France a prolongé jeudi la vigilance orange vent dans deux départements du sud alors que le pays est frappé par la
6997016fbf23573ae1689b6e,16,35,29,Event,1,0,0,président | mercredi | trump,False,Le réchauffement climatique augmente le risque de crues et d'inondations. Alors que la France traverse un épisode except
6997016fbf23573ae1689b6d,7,20,14,Event,1,0,-1,non-clustere,True,"Alors que les discussions sur le programme iranien sont presque au point mort entre les États-Unis et l'Iran, l'armada a"
69970620bf23573ae1689b71,5,11,8,Event,1,0,65,combat | communes | établissement,False,"Les montants médians des loyers du parc privé, ainsi que leur évolution, varient fortement selon les territoires, d’aprè"
69970620bf23573ae1689b72,3,7,5,Event,1,0,-1,non-clustere,True,"L’arrivée d’un nouveau partenaire serait une aide précieuse pour les promoteurs du GCAP, dont le coût du programme se ré"
69970620bf23573ae1689b70,6,15,11,Event,0,0,-1,non-clustere,True,"Une controverse agite l’actuelle édition de la Berlinale, qui se déroule jusqu’au 22février. Lors de leur conférenc"
69970878bf23573ae1689b76,8,16,13,Event,1,0,0,président | mercredi | trump,False,Vaut-il mieux changer de fenêtres ou isoler ses combles Peut-on vraiment isoler sa maison pour un euro Nous avons répond
69970878bf23573ae1689b74,8,16,13,Event,0,1,12,annoncé | mardi | défense,False,"Dans un entretien à l’agence américaine Associated Press, le commandant des forces armées ukrainiennes limogé en2024p"
69970878bf23573ae1689b75,4,12,9,Event,0,0,-1,non-clustere,True,"Ce collectif, né au moment de l’accord de Paris, ne compte dans ses rangs quasiment aucun spécialiste des sciences d"
69970878bf23573ae1689b73,3,13,11,Event,0,0,15,français | américain | jeux,False,"Le ski-alpinisme fera sa première apparition aux Jeux d’hiver, jeudi, à Bormio, dans le nord de l’Italie. Les Français E"
69970ad0bf23573ae1689b77,6,13,12,Event,0,0,133,relais | français | dimanche,False,Onze personnes ont été interpellées dans le cadre de l’enquête après l’agression mortelle du militant d’extrême droite. 
69970ad0bf23573ae1689b78,4,11,8,Event,1,1,72,paris | plaintes | harcèlement,False,"A un mois du scrutin, prévu pour les15et 22mars, les candidats à la Mairie de Paris peinent à s’imposer sur des sujets l"
69970d28bf23573ae1689b79,4,9,6,Event,0,1,134,comptes | européenne | élus,False,"Même si la préférence européenne a fait son entrée dans des textes de l’Union européenne concernant la défense, elle pro"
699711d8bf23573ae1689b7b,4,15,13,Event,0,0,15,français | américain | jeux,False,"A propos du dirigeant russe, le chancelier allemand a également jugé, jeudi, dans des entretiens accordés à la presse, q"
699711d8bf23573ae1689b7c,4,15,12,Event,0,1,131,france | critiqué | intérieur,False,"Alors que le fameux Conseil de la paix de Donald Trump se réunit pour la toute première fois jeudi, France 24 s’est entr"
699711d8bf23573ae1689b7a,6,18,13,Event,1,1,0,président | mercredi | trump,False,"Après trente-cinq jours de pluie consécutifs, quatre départements sont toujours placés en vigilance rouge par Météo Fran"
69971430bf23573ae1689b7e,5,13,11,Event,0,0,35,américaine | français | lieu,False,"Le danger extrême pesant sur la victime n’a été ni correctement évalué, ni suffisamment anticipé , malgré l’existence d’"
69971430bf23573ae1689b7d,4,11,10,Event,0,1,12,annoncé | mardi | défense,False,"La ministre de la culture, Rachida Dati, et la présidente du Louvre, Laurence desCars, seront entendues la semaine proch"
69971d91bf23573ae1689b85,1,2,1,Event,0,0,28,explications | david | notre,False,"irméjeudique""lajusticedoitsuivresoncours""aprèsl'arrestationdesonfrèrecadetAndrewMountbatten-Windsor,soupçonnédefautedans"
69971d91bf23573ae1689b84,2,8,7,Event,0,0,103,jeudi | roi | windsor,False,"Toutes drogues confondues, la valeur financière des saisies représente près de 2,2milliards d’euros en2025, pour 109 ton"
69971d91bf23573ae1689b81,3,7,6,Event,1,1,64,attaquant | provoquer | sécurité,False,De multiples vulnérabilités ont été découvertes dans Microsoft Edge. Elles permettent à un attaquant de provoquer un pro
69971d91bf23573ae1689b82,3,6,5,Event,1,1,-1,non-clustere,True,Une vulnérabilité a été découverte dans F5 BIG-IP. Elle permet à un attaquant de provoquer un déni de service à distance
69971d91bf23573ae1689b80,3,8,7,Event,1,1,25,vulnérabilités | problème | attaquant,False,De multiples vulnérabilités ont été découvertes dans Google Chrome. Elles permettent à un attaquant de provoquer un prob
69971d91bf23573ae1689b7f,5,13,11,Event,0,0,103,jeudi | roi | windsor,False,"Andrew Mountbatten-Windsor, frère du roi Charles III, a été arrêté pour manquement présumé au devoir de probité dans l'e"
69971d97bf23573ae1689b89,6,12,7,Event,1,1,68,vulnérabilités | multiples | découvertes,False,De multiples vulnérabilités ont été découvertes dans Tenable Security Center. Certaines d'entre elles permettent à un at
69971d98bf23573ae1689b8a,4,11,8,Event,1,1,72,paris | plaintes | harcèlement,False,De multiples vulnérabilités ont été découvertes dans les produits Splunk. Certaines d'entre elles permettent à un attaqu
69971d91bf23573ae1689b86,9,14,7,Event,0,0,-1,non-clustere,True,"Quatre mois après les exactions commises à El-Facher dans le Darfour, après sa prise par les paramilitaires des Forces d"
69971d91bf23573ae1689b83,5,16,14,Event,0,1,-1,non-clustere,True,"Cantonné aux marges d’Internet avant la réélection du milliardaire à la Maison Blanche, l’informaticien d’ex"
69971d97bf23573ae1689b87,7,18,12,Event,1,0,1,mardi | annoncé | président,False,"L’ex-prince Andrew a été interpellé dans le cadre d’allégations de ""faute dans l’exercice de fonctions officielles"", a i"
69971d97bf23573ae1689b88,10,26,21,Event,0,0,106,ans | viols | grenoble,False,"a réalisatrice marocaine Maryam Touzanirevient avec ""Rue Malaga"", un troisième long-métrage qu’elle décrit comme le plus"
69971fe9bf23573ae1689b8d,4,15,14,Event,0,0,-1,non-clustere,True,"Pour l'entrée aux JO du ski alpinisme, Émily Harrop et Thibault Anselmet ont rapporté à la France deux nouvelles médaill"
69971fe9bf23573ae1689b8b,8,17,15,Event,1,0,112,interroger | américaines | autorités,False,"Andrew Mountbatten-Windsor, frère du roi Charles III, a été arrêté et placé en garde à vue jeudi pour manquement présumé"
69971fe9bf23573ae1689b8c,4,12,10,Event,0,0,77,britanniques | mérite | ex,False,"""Il le mérite "" dans les rues de Londres, des Britanniques se sont félicités jeudi de l’arrestation de l’ex-princ"
69971fe9bf23573ae1689b8e,9,19,13,Event,1,0,0,président | mercredi | trump,False,Il veut concurrencer l’ONU. Donald Trump préside aujourd'hui la réunion inaugurale de son Conseil de la paix. Une instan
69971fe9bf23573ae1689b8f,8,16,11,Event,1,0,135,placé | commandant | assaini,False,"L’ex-prince Andrew a été arrêté et placé en garde à vue jeudi, jour de son 66e anniversaire, à la suite d’allégations de"
69972241bf23573ae1689b91,3,9,6,Event,1,1,47,français | mènent | mouvement,False,"La CGT et FO mènent, depuis le 20janvier, un mouvement de grève reconductible sur les deux sites français du poudrier,"
69972241bf23573ae1689b90,3,11,8,Event,1,0,-1,non-clustere,True,"Concernant la répartition géographique, l’UE, la Chine et le Mexique sont les trois pays ou régions avec lesqu"
699726f2bf23573ae1689b93,3,10,8,Event,0,1,45,délégation | âge | brossé,False,"Erik Tegnér, fondateur de Frontières , sera le chroniqueur central, et d’autres personnalités viendront en alternance, d"
699726f2bf23573ae1689b94,2,5,3,Event,0,1,74,analyse | récit | situation,False,onstructiondelabande deGazadontl'avenirrestesuspenduàdenombreusesquestions laisséessansréponse. Les explications de Marc
6997294abf23573ae1689b95,4,11,8,Event,1,1,39,nucléaire | sûreté | radioprotection,False,"En2017, le parquet national financier a ouvert une enquête préliminaire sur l’emploi de ses deux filles comme collaborat"
6997294abf23573ae1689b96,4,9,8,Event,1,1,71,attaquant | permettent | multiples,False,"La multiplication des listes promet un premier tour inédit le 15mars à Orléans, où le maire sortant Serge Grouard, él"
69972ba2bf23573ae1689b97,5,11,12,Event,1,0,13,jeux | sécurité | européens,False,"Le secrétaire général adjoint des Nations unies, chargé du Bureau de coordination des affaires humanitaires, défend le r"
69972dfabf23573ae1689b98,4,11,10,Event,0,1,-1,non-clustere,True,"Dans l’école où elle travaille, Emilie Le Neillon, 1680euros net mensuels, jongle entre les tâches ménagères et l’aide à"
699732aabf23573ae1689b9a,9,28,24,Event,0,0,100,donald | trump | jeudi,False,"Le 30 janvier, après plusieurs semaines d’affrontements, les forces kurdes de Syrie et le gouvernement de transition ont"
699732aabf23573ae1689b99,12,23,16,Event,0,1,0,président | mercredi | trump,False,"Réuni à Washington pour la première session de son ""Conseil de paix"", Donald Trump a livré un discours tr"
69973502bf23573ae1689b9b,3,8,5,Event,0,0,24,nos | nuit | alexandre,False,"Ariane Mnouchkine, sa fondatrice et directrice, a décidé de prendre la parole à travers une lettre adressée au public."
69973502bf23573ae1689b9c,4,10,7,Event,1,1,25,vulnérabilités | problème | attaquant,False,"Agé de 39ans, il a été reconnu coupable de cyberattaques menées à l’aide du rançongiciel Phobos, dans l"
6997375abf23573ae1689b9d,8,17,14,Event,1,1,94,militant | samedi | mort,False,Onze personnes ont été interpellées dans le cadre de l’enquête qui fait suite à l’agression mortelle du militant d’extrê
6997375abf23573ae1689b9e,6,15,11,Event,0,1,-1,non-clustere,True,"Des premières mises en examen sont attendues jeudi pour la mort du jeune nationaliste Quentin Deranque, agressé par des "
699739b2bf23573ae1689b9f,7,19,12,Event,0,1,88,énergétique | terme | lent,False,"Le maire socialiste sortant, Emeric Lavitola, brigue un second mandat avec le soutien des partis de gauche, hors LaFranc"
699739b2bf23573ae1689ba0,12,25,20,Event,0,0,105,année | france | vendredi,False,"Le prince Andrew a été arrêté ce19 février, jour de ses 66 ans, et placé en garde à vue pour manquement à ses fonctions "
69973c0bbf23573ae1689ba2,7,17,12,Event,1,1,-1,non-clustere,True,"Le 20 janvier 2026, l’exploitant de la centrale nucléaire de Gravelines a déclaré à l’Autorité de sûreté nucléaire et de"
69973c0bbf23573ae1689ba1,8,25,18,Event,0,0,27,france | sud | jeudi,False,Sept responsables militaires et diplomatiques américains et britanniques sont venus dédouaner l’ancien chef de la guéril
69973e63bf23573ae1689ba3,3,11,9,Event,1,0,-1,non-clustere,True,"La région sous autorité de l’Administration autonome du nord et du nord-est de la Syrie, vouée à être dissoute au sein d"
69974313bf23573ae1689ba5,5,11,8,Event,0,0,115,mort | notamment | février,False,"En Chine, les accidents liés aux feux d’artifice et aux produits chimiques se multiplient pendant les périodes de fêtes,"
69974313bf23573ae1689ba4,4,15,13,Event,0,0,-1,non-clustere,True,"La mise en examen pour ""homicide volontaire"" a été requise jeudi 19 février par le parquet de Lyon pour sept hommes, par"
6997456bbf23573ae1689ba6,4,14,12,Event,0,0,0,président | mercredi | trump,False,"L’institution n’a censuré que huitdispositions minimes du projet de loi de finances, pour exclure des mesures qui n’aura"
6997456bbf23573ae1689ba9,9,22,19,Event,1,0,112,interroger | américaines | autorités,False,"En décembre2021, lors du premier meeting de campagne d’Eric Zemmour, douze militants de SOS Racisme étaient montés sur d"
6997456bbf23573ae1689ba8,6,16,11,Event,1,1,111,défense | carburant | surmonté,False,"L’armée russe utilise désormais plus d’une centaine de bombes aériennes guidées par jour sur les positions ukrainiennes,"
6997456bbf23573ae1689ba7,7,22,17,Event,1,0,27,france | sud | jeudi,False,"Après trente-six jours de pluie consécutifs, cinq départements sont toujours placés en vigilance rouge la Loire-Atlantiq"
69974a1bbf23573ae1689baa,3,8,5,Event,1,0,32,février | pays | célébrations,False,L’Indonésie assumera le rôle de commandant adjoint de la force de stabilisation dans la bande de Gaza.Cinq pays s’étaien
69974c73bf23573ae1689bab,3,10,7,Event,0,0,18,leila | iranien | poursuit,False,"Francis Dupuis-Déri, politiste franco-canadien, estime que la remise en cause croissante par les garçons de l’égalité fe"
69974c73bf23573ae1689bac,9,18,16,Event,0,0,0,président | mercredi | trump,False,"Arrivée le 14 février à bord de la Station spatiale internationale après plus de trente heures de voyage, l"
69974ecbbf23573ae1689baf,4,15,15,Event,0,0,103,jeudi | roi | windsor,False,"Le Savoyard a fini sur la troisième marche du podium du sprint, jeudi, dans la station lombarde, pour les grands début"
69974ecbbf23573ae1689bae,5,13,8,Event,0,0,-1,non-clustere,True,"L’omniprésence de Kim Ju-ae aux côtés de son père, le dirigeant nord-coréen Kim Jong-un, suscite des spéculations sur so"
69974ecbbf23573ae1689bad,8,17,16,Event,0,0,-1,non-clustere,True,"L’arrestation d’Andrew Mountbatten Windsor, frère cadet du roi CharlesIII, dans un nouveau développement de l’aff"
69974eccbf23573ae1689bb0,5,13,11,Event,1,1,-1,non-clustere,True,Le drame de Lyon et la mise en cause d’un député la France Insoumise et de deux attachés parlementaires va-t-il plonger 
69975124bf23573ae1689bb1,3,10,8,Event,0,0,-1,non-clustere,True,Emily Harrop et Thibault Anselmet ont obtenu l’argent et le bronze lors des sprints féminin et masculin du ski-alpinisme
6997537cbf23573ae1689bb2,5,13,10,Event,0,1,-1,non-clustere,True,Le conseil des prud’hommes de Marseille estime que l’élu n’a pas réglé les heures effectuées par son attaché parlementai
